TEAM,YEAR,FTM,FTA,FT_PCT
Southeast Missouri State,2021,399,595,.671
Southeastern Louisiana,2021,416,614,.678
Southern,2021,293,436,.672
Southern California NCAA,2021,451,695,.649
Southern Illinois,2021,266,400,.665
SIU Edwardsville,2021,315,463,.680
Southern Methodist,2021,227,312,.728
Southern Mississippi,2021,265,392,.676
Southern Utah,2021,412,551,.748
St. Bonaventure NCAA,2021,253,343,.738
St. Francis (NY),2021,274,373,.735
St. John's (NY),2021,374,499,.749
Stanford,2021,382,533,.717
Stephen F. Austin,2021,342,503,.680
Stetson,2021,305,438,.696
Stony Brook,2021,296,434,.682
Syracuse NCAA,2021,372,476,.782
Tarleton State,2021,297,412,.721
TCU,2021,311,463,.672
Temple,2021,242,338,.716
Tennessee NCAA,2021,399,535,.746
Tennessee State,2021,299,438,.683
Tennessee Tech,2021,277,410,.676
Tennessee-Martin,2021,294,409,.719
Texas NCAA,2021,372,524,.710
Texas A&M,2021,238,328,.726
Texas A&M-Corpus Christi,2021,317,462,.686
Texas Southern NCAA,2021,414,592,.699
Texas State,2021,263,372,.707
Texas Tech NCAA,2021,450,634,.710
Texas-Rio Grande Valley,2021,298,468,.637
The Citadel,2021,347,495,.701
Toledo,2021,415,532,.780
Towson,2021,256,352,.727
Troy,2021,386,555,.695
Tulane,2021,347,465,.746
Tulsa,2021,282,416,.678
UAB,2021,382,549,.696
UC Davis,2021,295,376,.785
UC Irvine,2021,360,474,.759
UC Riverside,2021,199,282,.706
UC San Diego,2021,132,207,.638
UC Santa Barbara NCAA,2021,392,522,.751
UCF,2021,282,387,.729
UCLA NCAA,2021,419,586,.715
UNC Asheville,2021,211,348,.606
UNC Greensboro NCAA,2021,317,464,.683
UNC Wilmington,2021,285,372,.766
UT Arlington,2021,327,444,.736
Utah,2021,319,403,.792
Utah State NCAA,2021,374,518,.722
Utah Tech,2021,305,427,.714
Utah Valley,2021,332,526,.631
UTEP,2021,311,416,.748
UTSA,2021,305,401,.761
Valparaiso,2021,312,429,.727
Vanderbilt,2021,343,466,.736
Vermont,2021,213,273,.780
Villanova NCAA,2021,331,434,.763
Virginia NCAA,2021,235,288,.816
Virginia Commonwealth NCAA,2021,378,497,.761
VMI,2021,319,413,.772
Virginia Tech NCAA,2021,289,414,.698
Wagner,2021,242,337,.718
Wake Forest,2021,261,359,.727
Washington,2021,280,397,.705
Washington State,2021,379,534,.710
Weber State,2021,376,478,.787
West Virginia NCAA,2021,489,680,.719
Western Carolina,2021,381,525,.726
Western Illinois,2021,349,488,.715
Western Kentucky,2021,457,580,.788
Western Michigan,2021,186,291,.639
Wichita State NCAA,2021,328,482,.680
William & Mary,2021,227,303,.749
Winthrop NCAA,2021,372,541,.688
Wisconsin NCAA,2021,364,474,.768
Wofford,2021,246,349,.705
Wright State,2021,368,508,.724
Wyoming,2021,366,509,.719
Xavier,2021,231,333,.694
Youngstown State,2021,390,537,.726
Abilene Christian,2022,622,825,.754
Air Force,2022,250,385,.649
Akron NCAA,2022,483,701,.689
Alabama NCAA,2022,496,681,.728
Alabama A&M,2022,414,581,.713
Alabama State,2022,465,666,.698
Albany (NY),2022,307,436,.704
Alcorn State,2022,445,643,.692
American,2022,308,444,.694
Appalachian State,2022,354,537,.659
Arizona NCAA,2022,586,793,.739
Arizona State,2022,263,398,.661
Arkansas NCAA,2022,633,833,.760
Arkansas State,2022,408,548,.745
Arkansas-Pine Bluff,2022,427,597,.715
Army,2022,366,581,.630
Auburn NCAA,2022,500,684,.731
Austin Peay,2022,308,436,.706
Ball State,2022,463,667,.694
Baylor NCAA,2022,421,604,.697
Bellarmine,2022,301,400,.753
Belmont,2022,387,521,.743
Bethune-Cookman,2022,337,489,.689
Binghamton,2022,257,389,.661
Boise State NCAA,2022,434,668,.650
Boston College,2022,395,561,.704
Boston University,2022,421,570,.739
Bowling Green State,2022,471,637,.739
Bradley,2022,346,502,.689
Brigham Young,2022,399,556,.718
Brown,2022,371,523,.709
Bryant NCAA,2022,475,649,.732
Bucknell,2022,388,507,.765
Buffalo,2022,361,509,.709
Butler,2022,380,546,.696
Cal Poly,2022,388,533,.728
Cal State Bakersfield,2022,345,489,.706
Cal State Fullerton NCAA,2022,479,625,.766
Cal State Northridge,2022,337,494,.682
California,2022,331,455,.727
California Baptist,2022,468,695,.673
Campbell,2022,293,431,.680
Canisius,2022,402,580,.693
Central Arkansas,2022,338,444,.761
Central Connecticut State,2022,362,511,.708
Central Michigan,2022,358,517,.692
Charleston Southern,2022,376,556,.676
Charlotte,2022,376,475,.792
Chattanooga NCAA,2022,408,547,.746
Chicago State,2022,344,526,.654
Cincinnati,2022,398,595,.669
Clemson,2022,409,556,.736
Cleveland State,2022,433,645,.671
Coastal Carolina,2022,414,595,.696
Colgate NCAA,2022,371,532,.697
College of Charleston,2022,452,619,.730
Colorado,2022,484,640,.756
Colorado State NCAA,2022,392,507,.773
Columbia,2022,252,402,.627
Connecticut NCAA,2022,464,616,.753
Coppin State,2022,438,640,.684
Cornell,2022,338,478,.707
Creighton NCAA,2022,395,535,.738
Dartmouth,2022,271,351,.772
Davidson NCAA,2022,450,597,.754
Dayton,2022,392,574,.683
Delaware NCAA,2022,489,657,.744
Delaware State,2022,322,479,.672
Denver,2022,393,564,.697
DePaul,2022,436,629,.693
Detroit Mercy,2022,305,393,.776
Drake,2022,449,595,.755
Drexel,2022,309,435,.710
Duke NCAA,2022,498,675,.738
Duquesne,2022,285,403,.707
East Carolina,2022,436,578,.754
East Tennessee State,2022,319,440,.725
Eastern Illinois,2022,315,494,.638
Eastern Kentucky,2022,320,453,.706
Eastern Michigan,2022,383,551,.695
Eastern Washington,2022,501,666,.752
Elon,2022,342,464,.737
Evansville,2022,272,384,.708
Fairfield,2022,348,494,.704
FDU,2022,306,432,.708
Florida,2022,481,654,.735
Florida A&M,2022,349,495,.705
Florida Atlantic,2022,406,570,.712
Florida Gulf Coast,2022,406,601,.676
Florida International,2022,330,470,.702
Florida State,2022,395,558,.708
Fordham,2022,404,556,.727
Fresno State,2022,424,596,.711
Furman,2022,349,461,.757
Gardner-Webb,2022,356,508,.701
George Mason,2022,340,490,.694
George Washington,2022,321,460,.698
Georgetown,2022,415,558,.744
Georgia,2022,503,673,.747
Georgia Southern,2022,329,484,.680
Georgia State NCAA,2022,384,533,.720
Georgia Tech,2022,321,460,.698
Gonzaga NCAA,2022,438,614,.713
Grambling,2022,431,607,.710
Grand Canyon,2022,383,564,.679
Green Bay,2022,360,504,.714
Hampton,2022,397,567,.700
Hartford,2022,339,491,.690
Harvard,2022,285,411,.693
Hawaii,2022,366,492,.744
High Point,2022,401,627,.640
Hofstra,2022,333,418,.797
Holy Cross,2022,357,504,.708
Houston NCAA,2022,438,657,.667
Houston Christian,2022,466,655,.711
Howard,2022,452,607,.745
Idaho,2022,455,619,.735
Idaho State,2022,373,545,.684
Illinois NCAA,2022,435,616,.706
Illinois State,2022,450,604,.745
Illinois-Chicago,2022,292,414,.705
Incarnate Word,2022,395,504,.784
Indiana NCAA,2022,466,666,.700
Indiana State,2022,362,465,.778
Iona,2022,504,727,.693
Iowa NCAA,2022,522,697,.749
Iowa State NCAA,2022,364,533,.683
IUPUI,2022,258,387,.667
Jackson State,2022,286,451,.634
Jacksonville,2022,358,506,.708
Jacksonville State NCAA,2022,380,554,.686
James Madison,2022,355,509,.697
Kansas NCAA,2022,555,774,.717
Kansas City,2022,376,556,.676
Kansas State,2022,382,526,.726
Kennesaw State,2022,361,545,.662
Kent State,2022,462,619,.746
Kentucky NCAA,2022,434,598,.726
La Salle,2022,310,451,.687
Lafayette,2022,257,376,.684
Lamar,2022,298,433,.688
Lehigh,2022,338,456,.741
Liberty,2022,378,500,.756
Lipscomb,2022,475,652,.729
Little Rock,2022,369,502,.735
Long Beach State,2022,542,743,.729
Long Island University,2022,383,563,.680
Longwood NCAA,2022,484,667,.726
Louisiana,2022,443,630,.703
Louisiana State NCAA,2022,489,669,.731
Louisiana Tech,2022,455,628,.725
Louisiana-Monroe,2022,349,482,.724
Louisville,2022,318,472,.674
Loyola (IL) NCAA,2022,400,562,.712
Loyola (MD),2022,283,414,.684
Loyola Marymount,2022,364,506,.719
Maine,2022,245,345,.710
Manhattan,2022,497,676,.735
Marist,2022,312,434,.719
Marquette NCAA,2022,372,502,.741
Marshall,2022,354,502,.705
Maryland,2022,469,618,.759
Maryland-Baltimore County,2022,439,560,.784
Maryland-Eastern Shore,2022,307,477,.644
Massachusetts,2022,472,623,.758
Massachusetts-Lowell,2022,346,493,.702
McNeese State,2022,500,759,.659
Memphis NCAA,2022,497,716,.694
Mercer,2022,401,521,.770
Merrimack,2022,283,419,.675
Miami (FL) NCAA,2022,457,616,.742
Miami (OH),2022,376,478,.787
Michigan NCAA,2022,429,575,.746
Michigan State NCAA,2022,461,615,.750
Middle Tennessee,2022,543,718,.756
Milwaukee,2022,350,488,.717
Minnesota,2022,288,401,.718
Mississippi,2022,372,523,.711
Mississippi State,2022,519,720,.721
Mississippi Valley State,2022,353,539,.655
Missouri,2022,409,556,.736
Missouri State,2022,437,548,.797
Monmouth,2022,515,707,.728
Montana,2022,498,634,.785
Montana State NCAA,2022,565,749,.754
Morehead State,2022,360,540,.667
Morgan State,2022,386,570,.677
Mount St. Mary's,2022,306,445,.688
Murray State NCAA,2022,462,668,.692
Navy,2022,355,542,.655
NC State,2022,421,581,.725
Nebraska,2022,457,625,.731
Nevada,2022,429,573,.749
Nevada-Las Vegas,2022,409,554,.738
New Hampshire,2022,271,405,.669
New Mexico,2022,459,612,.750
New Mexico State NCAA,2022,458,652,.702
New Orleans,2022,557,762,.731
Niagara,2022,339,464,.731
Nicholls State,2022,285,456,.625
NJIT,2022,328,498,.659
Norfolk State NCAA,2022,458,655,.699
North Alabama,2022,329,437,.753
North Carolina NCAA,2022,558,730,.764
North Carolina A&T,2022,353,540,.654
North Carolina Central,2022,437,654,.668
North Dakota,2022,422,575,.734
North Dakota State,2022,484,636,.761
North Florida,2022,378,520,.727
North Texas,2022,392,603,.650
Northeastern,2022,365,497,.734
Northern Arizona,2022,344,518,.664
Northern Colorado,2022,475,670,.709
Northern Illinois,2022,368,545,.675
Northern Iowa,2022,459,582,.789
Northern Kentucky,2022,347,486,.714
Northwestern,2022,355,494,.719
Northwestern State,2022,340,490,.694
Notre Dame NCAA,2022,396,526,.753
Oakland,2022,498,627,.794
Ohio,2022,479,657,.729
Ohio State NCAA,2022,440,581,.757
Oklahoma,2022,381,510,.747
Oklahoma State,2022,382,573,.667
Old Dominion,2022,414,616,.672
Omaha,2022,366,501,.731
Oral Roberts,2022,348,477,.730
Oregon,2022,411,605,.679
Oregon State,2022,351,495,.709
Pacific,2022,374,545,.686
Penn State,2022,274,373,.735
Pennsylvania,2022,295,405,.728
Pepperdine,2022,331,461,.718
Pittsburgh,2022,447,642,.696
Portland,2022,544,688,.791
Portland State,2022,449,605,.742
Prairie View,2022,410,583,.703
Presbyterian,2022,399,592,.674
Princeton,2022,248,388,.639
Providence NCAA,2022,501,688,.728
Purdue NCAA,2022,569,800,.711
Purdue Fort Wayne,2022,385,515,.748
Quinnipiac,2022,372,486,.765
Radford,2022,299,447,.669
Rhode Island,2022,377,608,.620
Rice,2022,413,578,.715
Richmond NCAA,2022,470,655,.718
Rider,2022,401,545,.736
Robert Morris,2022,382,503,.759
Rutgers NCAA,2022,341,487,.700
Sacramento State,2022,310,457,.678
Sacred Heart,2022,324,447,.725
Saint Francis (PA),2022,353,545,.648
Saint Joseph's,2022,266,407,.654
Saint Louis,2022,514,674,.763
Saint Mary's (CA) NCAA,2022,348,459,.758
Saint Peter's NCAA,2022,485,692,.701
Sam Houston,2022,293,484,.605
Samford,2022,397,544,.730
San Diego,2022,331,463,.715
San Diego State NCAA,2022,379,548,.692
San Francisco NCAA,2022,415,598,.694
San Jose State,2022,252,383,.658
Santa Clara,2022,412,541,.762
Seattle,2022,426,556,.766
Seton Hall NCAA,2022,452,600,.753
Siena,2022,344,469,.733
South Alabama,2022,412,595,.692
South Carolina,2022,367,547,.671
South Carolina State,2022,436,633,.689
South Carolina Upstate,2022,400,529,.756
South Dakota,2022,450,600,.750
South Dakota State NCAA,2022,523,690,.758
South Florida,2022,303,455,.666
Southeast Missouri State,2022,501,684,.732
Southeastern Louisiana,2022,555,732,.758
Southern,2022,434,624,.696
Southern California NCAA,2022,411,619,.664
Southern Illinois,2022,320,464,.690
SIU Edwardsville,2022,429,621,.691
Southern Methodist,2022,502,669,.750
Southern Mississippi,2022,347,504,.688
Southern Utah,2022,504,706,.714
St. Bonaventure,2022,373,497,.751
St. Francis (NY),2022,315,443,.711
St. John's (NY),2022,377,557,.677
St. Thomas,2022,307,405,.758
Stanford,2022,351,533,.659
Stephen F. Austin,2022,442,652,.678
Stetson,2022,305,442,.690
Stony Brook,2022,377,501,.752
Syracuse,2022,423,574,.737
Tarleton State,2022,436,578,.754
TCU NCAA,2022,416,617,.674
Temple,2022,443,652,.679
Tennessee NCAA,2022,436,610,.715
Tennessee State,2022,421,589,.715
Tennessee Tech,2022,310,469,.661
Tennessee-Martin,2022,338,483,.700
Texas NCAA,2022,450,603,.746
Texas A&M,2022,580,825,.703
Texas A&M-Corpus Christi NCAA,2022,572,776,.737
Texas Southern NCAA,2022,423,623,.679
Texas State,2022,382,508,.752
Texas Tech NCAA,2022,504,722,.698
Texas-Rio Grande Valley,2022,498,717,.695
The Citadel,2022,373,555,.672
Toledo,2022,448,594,.754
Towson,2022,473,658,.719
Troy,2022,434,597,.727
Tulane,2022,419,554,.756
Tulsa,2022,387,533,.726
UAB NCAA,2022,465,629,.739
UC Davis,2022,280,397,.705
UC Irvine,2022,312,408,.765
UC Riverside,2022,298,414,.720
UC San Diego,2022,377,504,.748
UC Santa Barbara,2022,404,571,.708
UCF,2022,351,499,.703
UCLA NCAA,2022,468,632,.741
UNC Asheville,2022,485,668,.726
UNC Greensboro,2022,349,484,.721
UNC Wilmington,2022,531,715,.743
UT Arlington,2022,342,488,.701
Utah,2022,418,540,.774
Utah State,2022,398,552,.721
Utah Tech,2022,438,645,.679
Utah Valley,2022,479,671,.714
UTEP,2022,413,541,.763
UTSA,2022,363,532,.682
Valparaiso,2022,362,477,.759
Vanderbilt,2022,540,775,.697
Vermont NCAA,2022,374,504,.742
Villanova NCAA,2022,527,635,.830
Virginia,2022,374,512,.730
Virginia Commonwealth,2022,375,533,.704
VMI,2022,377,476,.792
Virginia Tech NCAA,2022,364,485,.751
Wagner,2022,378,521,.726
Wake Forest,2022,497,681,.730
Washington,2022,470,670,.701
Washington State,2022,497,668,.744
Weber State,2022,521,696,.749
West Virginia,2022,493,681,.724
Western Carolina,2022,367,545,.673
Western Illinois,2022,438,619,.708
Western Kentucky,2022,406,569,.714
Abilene Christian,2023,414,573,.723
Air Force,2023,369,511,.722
Akron,2023,475,643,.739
Alabama NCAA,2023,615,848,.725
Alabama A&M,2023,425,649,.655
Alabama State,2023,412,584,.705
Albany (NY),2023,397,550,.722
Alcorn State,2023,475,659,.721
American,2023,319,455,.701
Appalachian State,2023,367,543,.676
Arizona NCAA,2023,525,742,.708
Arizona State NCAA,2023,465,675,.689
Arkansas NCAA,2023,565,810,.698
Arkansas State,2023,406,600,.677
Arkansas-Pine Bluff,2023,427,587,.727
Army,2023,390,570,.684
Auburn NCAA,2023,503,723,.696
Austin Peay,2023,359,495,.725
Ball State,2023,523,759,.689
Baylor NCAA,2023,536,720,.744
Bellarmine,2023,329,436,.755
Belmont,2023,344,474,.726
Bethune-Cookman,2023,409,586,.698
Binghamton,2023,373,523,.713
Boise State NCAA,2023,430,587,.733
Boston College,2023,371,512,.725
Boston University,2023,387,524,.739
Bowling Green State,2023,451,622,.725
Bradley,2023,363,546,.665
Brigham Young,2023,466,650,.717
Brown,2023,298,464,.642
Bryant,2023,442,602,.734
Bucknell,2023,332,463,.717
Buffalo,2023,445,632,.704
Butler,2023,339,459,.739
Cal Poly,2023,395,531,.744
Cal State Bakersfield,2023,389,512,.760
Cal State Fullerton,2023,472,681,.693
Cal State Northridge,2023,454,612,.742
California,2023,386,534,.723
California Baptist,2023,393,592,.664
Campbell,2023,486,691,.703
Canisius,2023,328,448,.732
Central Arkansas,2023,361,482,.749
Central Connecticut State,2023,310,437,.709
Central Michigan,2023,443,642,.690
Charleston Southern,2023,362,498,.727
Charlotte,2023,349,465,.751
Chattanooga,2023,456,639,.714
Chicago State,2023,404,555,.728
Cincinnati,2023,418,592,.706
Clemson,2023,460,586,.785
Cleveland State,2023,418,614,.681
Coastal Carolina,2023,418,533,.784
Colgate NCAA,2023,363,549,.661
College of Charleston NCAA,2023,538,723,.744
Colorado,2023,428,616,.695
Colorado State,2023,394,529,.745
Columbia,2023,348,487,.715
Connecticut NCAA,2023,547,719,.761
Coppin State,2023,478,665,.719
Cornell,2023,355,490,.724
Creighton NCAA,2023,481,614,.783
Dartmouth,2023,332,475,.699
Davidson,2023,450,602,.748
Dayton,2023,443,634,.699
Delaware,2023,448,616,.727
Delaware State,2023,340,494,.688
Denver,2023,511,713,.717
DePaul,2023,400,541,.739
Detroit Mercy,2023,437,569,.768
Drake NCAA,2023,435,567,.767
Drexel,2023,360,527,.683
Duke NCAA,2023,475,620,.766
Duquesne,2023,376,542,.694
East Carolina,2023,484,704,.688
East Tennessee State,2023,366,546,.670
Eastern Illinois,2023,378,593,.637
Eastern Kentucky,2023,395,599,.659
Eastern Michigan,2023,441,575,.767
Eastern Washington,2023,445,589,.756
Elon,2023,352,497,.708
Evansville,2023,340,540,.630
Fairfield,2023,454,627,.724
FDU NCAA,2023,471,626,.752
Florida,2023,471,657,.717
Florida A&M,2023,343,496,.692
Florida Atlantic NCAA,2023,492,684,.719
Florida Gulf Coast,2023,375,507,.740
Florida International,2023,386,541,.713
Florida State,2023,406,559,.726
Fordham,2023,530,715,.741
Fresno State,2023,324,420,.771
Furman NCAA,2023,539,727,.741
Gardner-Webb,2023,370,592,.625
George Mason,2023,428,657,.651
George Washington,2023,475,644,.738
Georgetown,2023,404,563,.718
Georgia,2023,522,718,.727
Georgia Southern,2023,370,539,.686
Georgia State,2023,414,581,.713
Georgia Tech,2023,332,477,.696
Gonzaga NCAA,2023,532,768,.693
Grambling,2023,480,745,.644
Grand Canyon NCAA,2023,517,722,.716
Green Bay,2023,368,524,.702
Hampton,2023,437,636,.687
Hartford,2023,233,362,.644
Harvard,2023,330,493,.669
Hawaii,2023,444,594,.747
High Point,2023,452,722,.626
Hofstra,2023,314,425,.739
Holy Cross,2023,293,471,.622
Houston NCAA,2023,466,636,.733
Houston Christian,2023,515,717,.718
Howard NCAA,2023,484,679,.713
Idaho,2023,470,617,.762
Idaho State,2023,380,517,.735
Illinois NCAA,2023,453,667,.679
Illinois State,2023,421,531,.793
Illinois-Chicago,2023,400,611,.655
Incarnate Word,2023,448,600,.747
Indiana NCAA,2023,428,602,.711
Indiana State,2023,499,647,.771
Iona NCAA,2023,453,619,.732
Iowa NCAA,2023,495,671,.738
Iowa State NCAA,2023,352,525,.670
IUPUI,2023,371,537,.691
Jackson State,2023,425,630,.675
Jacksonville,2023,265,353,.751
Jacksonville State,2023,391,559,.699
James Madison,2023,529,748,.707
Kansas NCAA,2023,460,639,.720
Kansas City,2023,426,598,.712
Kansas State NCAA,2023,562,751,.748
Kennesaw State NCAA,2023,478,723,.661
Kent State NCAA,2023,476,656,.726
Kentucky NCAA,2023,461,653,.706
La Salle,2023,400,577,.693
Lafayette,2023,288,460,.626
Lamar,2023,404,574,.704
Lehigh,2023,385,516,.746
Liberty,2023,387,532,.727
Lindenwood,2023,379,520,.729
Lipscomb,2023,369,496,.744
Little Rock,2023,462,632,.731
Long Beach State,2023,480,708,.678
Long Island University,2023,353,535,.660
Longwood,2023,438,607,.722
Louisiana NCAA,2023,491,720,.682
Louisiana State,2023,456,632,.722
Louisiana Tech,2023,394,546,.722
Louisiana-Monroe,2023,397,557,.713
Louisville,2023,414,559,.741
Loyola (IL),2023,355,509,.697
Loyola (MD),2023,328,509,.644
Loyola Marymount,2023,382,569,.671
Maine,2023,288,396,.727
Manhattan,2023,343,520,.660
Marist,2023,367,526,.698
Marquette NCAA,2023,422,588,.718
Marshall,2023,380,548,.693
Maryland NCAA,2023,483,660,.732
Maryland-Baltimore County,2023,383,511,.750
Maryland-Eastern Shore,2023,381,530,.719
Massachusetts,2023,431,602,.716
Massachusetts-Lowell,2023,487,662,.736
McNeese State,2023,378,571,.662
Memphis NCAA,2023,555,743,.747
Mercer,2023,370,536,.690
Merrimack,2023,413,599,.689
Miami (FL) NCAA,2023,531,677,.784
Miami (OH),2023,447,568,.787
Michigan,2023,437,615,.711
Michigan State NCAA,2023,401,528,.759
Middle Tennessee,2023,371,543,.683
Milwaukee,2023,504,681,.740
Minnesota,2023,317,512,.619
Mississippi,2023,392,564,.695
Mississippi State NCAA,2023,424,655,.647
Mississippi Valley State,2023,425,639,.665
Missouri NCAA,2023,461,608,.758
Missouri State,2023,300,479,.626
Monmouth,2023,410,615,.667
Montana,2023,379,481,.788
Montana State NCAA,2023,614,814,.754
Morehead State,2023,474,654,.725
Morgan State,2023,391,568,.688
Mount St. Mary's,2023,339,463,.732
Murray State,2023,447,607,.736
Navy,2023,296,419,.706
NC State NCAA,2023,398,551,.722
Nebraska,2023,323,504,.641
Nevada NCAA,2023,561,708,.792
Nevada-Las Vegas,2023,476,658,.723
New Hampshire,2023,352,508,.693
New Mexico,2023,591,800,.739
New Mexico State,2023,326,479,.681
New Orleans,2023,478,674,.709
Niagara,2023,348,481,.723
Nicholls State,2023,342,530,.645
NJIT,2023,324,488,.664
Norfolk State,2023,524,704,.744
North Alabama,2023,410,578,.709
North Carolina,2023,548,739,.742
North Carolina A&T,2023,391,574,.681
North Carolina Central,2023,417,594,.702
North Dakota,2023,360,527,.683
North Dakota State,2023,425,597,.712
North Florida,2023,366,509,.719
North Texas,2023,460,609,.755
Northeastern,2023,324,473,.685
Northern Arizona,2023,426,576,.740
Northern Colorado,2023,438,588,.745
Northern Illinois,2023,394,604,.652
Northern Iowa,2023,386,554,.697
Northern Kentucky NCAA,2023,387,556,.696
Northwestern NCAA,2023,442,584,.757
Northwestern State,2023,385,547,.704
Notre Dame,2023,325,426,.763
Oakland,2023,469,604,.776
Ohio,2023,417,571,.730
Ohio State,2023,403,545,.739
Oklahoma,2023,377,513,.735
Oklahoma State,2023,461,664,.694
Old Dominion,2023,439,646,.680
Omaha,2023,415,535,.776
Oral Roberts NCAA,2023,424,548,.774
Oregon,2023,454,653,.695
Oregon State,2023,415,551,.753
Pacific,2023,469,651,.720
Penn State NCAA,2023,332,449,.739
Pennsylvania,2023,381,514,.741
Pepperdine,2023,368,518,.710
Pittsburgh NCAA,2023,519,684,.759
Portland,2023,577,774,.745
Portland State,2023,459,631,.727
Prairie View,2023,431,629,.685
Presbyterian,2023,394,630,.625
Princeton NCAA,2023,410,576,.712
Providence NCAA,2023,532,717,.742
Purdue NCAA,2023,536,720,.744
Purdue Fort Wayne,2023,384,545,.705
Queens (NC),2023,503,698,.721
Quinnipiac,2023,420,630,.667
Radford,2023,399,579,.689
Rhode Island,2023,486,653,.744
Rice,2023,473,641,.738
Richmond,2023,440,591,.745
Rider,2023,369,502,.735
Robert Morris,2023,364,505,.721
Rutgers,2023,397,567,.700
Sacramento State,2023,341,489,.697
Sacred Heart,2023,375,553,.678
Saint Francis (PA),2023,397,564,.704
Saint Joseph's,2023,462,657,.703
Saint Louis,2023,421,576,.731
Saint Mary's (CA) NCAA,2023,434,625,.694
Saint Peter's,2023,364,528,.689
Sam Houston,2023,389,575,.677
Samford,2023,565,756,.747
San Diego,2023,449,587,.765
San Diego State NCAA,2023,532,737,.722
San Francisco,2023,476,635,.750
San Jose State,2023,359,529,.679
Santa Clara,2023,425,604,.704
Seattle,2023,456,635,.718
Seton Hall,2023,498,726,.686
Siena,2023,450,611,.736
South Alabama,2023,307,447,.687
South Carolina,2023,327,495,.661
South Carolina State,2023,385,575,.670
South Carolina Upstate,2023,373,570,.654
South Dakota,2023,364,476,.765
South Dakota State,2023,400,505,.792
South Florida,2023,379,582,.651
Southeast Missouri State NCAA,2023,587,828,.709
Southeastern Louisiana,2023,457,616,.742
Southern,2023,448,627,.715
Southern California NCAA,2023,465,624,.745
Southern Illinois,2023,371,513,.723
SIU Edwardsville,2023,559,767,.729
Southern Indiana,2023,444,662,.671
Southern Methodist,2023,427,634,.674
Southern Mississippi,2023,444,622,.714
Southern Utah,2023,623,859,.725
St. Bonaventure,2023,372,529,.703
St. Francis (NY),2023,366,524,.698
St. John's (NY),2023,419,599,.699
St. Thomas,2023,456,581,.785
Stanford,2023,378,545,.694
Stephen F. Austin,2023,490,684,.716
Stetson,2023,356,461,.772
Stonehill,2023,397,524,.758
Stony Brook,2023,375,504,.744
Syracuse,2023,432,577,.749
Tarleton State,2023,589,837,.704
TCU NCAA,2023,507,725,.699
Temple,2023,464,613,.757
Tennessee NCAA,2023,455,643,.708
Tennessee State,2023,482,694,.695
Tennessee Tech,2023,410,570,.719
Tennessee-Martin,2023,513,711,.722
Texas NCAA,2023,523,699,.748
Texas A&M NCAA,2023,662,872,.759
Texas A&M-Commerce,2023,366,522,.701
Texas A&M-Corpus Christi NCAA,2023,593,749,.792
Texas Southern NCAA,2023,471,709,.664
Texas State,2023,459,630,.729
Texas Tech,2023,455,630,.722
Texas-Rio Grande Valley,2023,560,802,.698
The Citadel,2023,388,514,.755
Toledo,2023,573,744,.770
Towson,2023,405,572,.708
Troy,2023,443,632,.701
Tulane,2023,515,663,.777
Tulsa,2023,299,463,.646
UAB,2023,649,876,.741
UC Davis,2023,560,790,.709
UC Irvine,2023,432,600,.720
UC Riverside,2023,367,526,.698
UC San Diego,2023,349,472,.739
UC Santa Barbara NCAA,2023,468,644,.727
UCF,2023,441,572,.771
UCLA NCAA,2023,450,616,.731
UNC Asheville NCAA,2023,536,772,.694
UNC Greensboro,2023,420,587,.716
UNC Wilmington,2023,508,697,.729
UT Arlington,2023,374,570,.656
Utah,2023,383,541,.708
Utah State NCAA,2023,517,678,.763
Utah Tech,2023,554,787,.704
Utah Valley,2023,577,780,.740
UTEP,2023,442,699,.632
UTSA,2023,484,659,.734
Valparaiso,2023,380,522,.728
Vanderbilt,2023,491,690,.712
Vermont NCAA,2023,377,541,.697
Villanova,2023,456,556,.820
Virginia NCAA,2023,431,613,.703
Virginia Commonwealth NCAA,2023,540,776,.696
VMI,2023,311,406,.766
Virginia Tech,2023,378,514,.735
Wagner,2023,275,403,.682
Wake Forest,2023,457,613,.746
Washington,2023,432,577,.749
Washington State,2023,388,542,.716
